key,title,authors,journal,year,abstract,doi,url,pmid,notes
37208863,Implementation frameworks for end-to-end clinical AI: derivation of the SALIENT framework.,van der Vegt Anton H; Scott Ian A; Dermawan Krishna; Schnetler Rudolf J; Kalke Vikrant R; Lane Paul J,Journal of the American Medical Informatics Association : JAMIA,2023,To derive a comprehensive implementation framework for clinical AI models within hospitals informed by existing AI frameworks and integrated with reporting standards for clinical AI research.,10.1093/jamia/ocad088,https://pubmed.ncbi.nlm.nih.gov/37208863/,37208863,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=1 | dual_overlap=1
40830779,Development and validation of a decision tree model for prediction of insomnia risk among ischemic stroke convalescence patients.,Sun Xuefeng; Wang Zilin; Song Yuqing; Cong Deyu; Sun Shu; Zhang Xinye,BMC public health,2025,"Insomnia is a common complication in ischemic stroke convalescence (ISC) patients. While the interaction of clinical, psychological, and social factors remains unclear, developing a predictive model system is urgently needed. Currently, few studies have established insomnia risk prediction models.",10.1186/s12889-025-24025-z,https://pubmed.ncbi.nlm.nih.gov/40830779/,40830779,triPod_AI_era=2024-2025 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
40938905,Integration of wearable devices and artificial intelligence in Alzheimer's disease: A scoping review protocol.,Qi Wenhao; Shi Yankai; Shen Shiying; Wang Bingsheng; Zhang Shuai; Kang Junling,PloS one,2025,"The incidence of Alzheimer's disease (AD) continues to rise, and predictive models combining artificial intelligence (AI) with wearable devices offer a new approach for its detection and diagnosis. Existing reviews remain focused on traditional biomarkers, making it necessary to supplement the evidence in this field, particularly given the rapid advancements in wearable and AI technologies. The scoping review protocol aims to systematically evaluate AI-based predictive models using wearable devices for AD, with a focus on their measurement outcomes and model development processes. The review will follow the Arksey and O'Malley framework and incorporate PRISMA-ScR guidelines. This study will search multiple databases, including Web of Science, Cochrane Library, and PubMed, covering relevant",10.1371/journal.pone.0331129,https://pubmed.ncbi.nlm.nih.gov/40938905/,40938905,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=1 | dual_overlap=0
39888094,Development and Validation of a Prediction Model for Enteral Feeding Intolerance in Critical Ill Patients: A Retrospective Cohort Study.,Liu Lijie; Li Jin; Hu Liting; Cai Xiaowei; Li Xiaoyan; Bai Yang,Journal of clinical nursing,2025,To construct and validate a prediction model for enteral feeding intolerance in critically ill patients during the first 7 days of enteral feeding.,10.1111/jocn.17660,https://pubmed.ncbi.nlm.nih.gov/39888094/,39888094,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
36878154,Quality assessment of stroke radiomics studies: Promoting clinical application.,Sohn Beomseok; Won So Yeon,European journal of radiology,2023,"To evaluate the quality of radiomics studies on stroke using a radiomics quality score (RQS), Minimum Information for Medial AI reporting (MINIMAR) and Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis (TRIPOD) to promote clinical application.",10.1016/j.ejrad.2023.110752,https://pubmed.ncbi.nlm.nih.gov/36878154/,36878154,triPod_AI_era=pre-2024 | overall_calib=0 | subgroup_interval=1 | dual_overlap=0
41085202,Performance of diabetes risk prediction models: a systematic review and meta-analysis.,Li Meichen; Tan Aowei; Song Linjie; Qiu Xingying; Zhou Li; Wen Zehuai,Endocrine connections,2025,"Type 2 diabetes mellitus (T2DM) poses a significant global public health burden, where early detection of at-risk populations is imperative for implementing targeted preventive strategies. This systematic review and meta-analysis aimed to evaluate the methodological quality and predictive performance of existing T2DM risk prediction models in screening contexts.",10.1530/EC-25-0353,https://pubmed.ncbi.nlm.nih.gov/41085202/,41085202,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
40725875,Risk prediction models for heart failure after myocardial infarction: A systematic review.,Shang Hang; Wang Jiankang; Cong Yunmiao; Chen Hao; Cui Yingzi; Guo Jiajuan,Medicine,2025,"This study aimed to evaluate systematically the risk prediction model for heart failure after myocardial infarction, assess its prediction performance and effect, and provide a reference basis for clinical practice and scientific research.",10.1097/MD.0000000000043480,https://pubmed.ncbi.nlm.nih.gov/40725875/,40725875,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
34513751,Reporting and Performance of Hepatocellular Carcinoma Risk Prediction Models: Based on TRIPOD Statement and Meta-Analysis.,Yang Liuqing; Wang Qiang; Cui Tingting; Huang Jinxin; Jin Hui,Canadian journal of gastroenterology & hepatology,2021,The performance of risk prediction models for hepatocellular carcinoma (HCC) in patients with chronic hepatitis B (CHB) was uncertain. The aim of the study was to critically evaluate the reports of transparent and external validation performances of these prediction models based on system review and meta-analysis.,10.1155/2021/9996358,https://pubmed.ncbi.nlm.nih.gov/34513751/,34513751,triPod_AI_era=pre-2024 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
35326526,Machine Learning Applications for Differentiation of Glioma from Brain Metastasis-A Systematic Review.,Jekel Leon; Brim Waverly R; von Reppert Marc; Staib Lawrence; Cassinelli Petersen Gabriel; Merkaj Sara,Cancers,2022,"Glioma and brain metastasis can be difficult to distinguish on conventional magnetic resonance imaging (MRI) due to the similarity of imaging features in specific clinical circumstances. Multiple studies have investigated the use of machine learning (ML) models for non-invasive differentiation of glioma from brain metastasis. Many of the studies report promising classification results, however, to date, none have been implemented into clinical practice. After a screening of 12,470 studies, we included 29 eligible studies in our systematic review. From each study, we aggregated data on model design, development, and best classifiers, as well as quality of reporting according to the TRIPOD statement. In a subset of eligible studies, we conducted a meta-analysis of the reported AUC. It was fo",10.3390/cancers14061369,https://pubmed.ncbi.nlm.nih.gov/35326526/,35326526,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
35026997,Completeness of reporting of clinical prediction models developed using supervised machine learning: a systematic review.,Andaur Navarro Constanza L; Damen Johanna A A; Takada Toshihiko; Nijman Steven W J; Dhiman Paula; Ma Jie,BMC medical research methodology,2022,"While many studies have consistently found incomplete reporting of regression-based prediction model studies, evidence is lacking for machine learning-based prediction model studies. We aim to systematically review the adherence of Machine Learning (ML)-based prediction model studies to the Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis (TRIPOD) Statement.",10.1186/s12874-021-01469-6,https://pubmed.ncbi.nlm.nih.gov/35026997/,35026997,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
36749371,Quality of radiomics for predicting microvascular invasion in hepatocellular carcinoma: a systematic review.,Yuan Enyu; Chen Yuntian; Song Bin,European radiology,2023,"To comprehensively evaluate the reporting quality, risk of bias, and radiomics methodology quality of radiomics models for predicting microvascular invasion in hepatocellular carcinoma.",10.1007/s00330-023-09414-5,https://pubmed.ncbi.nlm.nih.gov/36749371/,36749371,triPod_AI_era=pre-2024 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
40891023,Development and Validation of a Machine Learning-Based Risk Prediction Model for Delirium in Older Inpatients: A Prospective Cohort Study.,Zhou Xu-Hua; Duan Di-Fei; Zhang Meng; Liu Shuang; Lv Jing; Wang Yi,Journal of advanced nursing,2026,To develop and validate a machine learning-based risk prediction model for delirium in older inpatients.,10.1111/jan.70154,https://pubmed.ncbi.nlm.nih.gov/40891023/,40891023,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=1 | dual_overlap=0
41858761,Development and internal-external validation of a risk prediction model for acute pain after HAIC for patients with liver cancer using logistic regression and XGBoost algorithm.,Cao Jiacheng; Gong Yina; Wang Fan; Zhang Jiayang; Chen Chunyan; Cao Jiawei,Asia-Pacific journal of oncology nursing,2026,To develop a clinical model for the early prediction of moderate-to-severe pain after Hepatic Artery Infusion Chemotherapy (HAIC) in liver cancer patients using XGBoost algorithm and then compare its prediction capacity with the logistic model.,10.1016/j.apjon.2026.100923,https://pubmed.ncbi.nlm.nih.gov/41858761/,41858761,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
39010044,Development and validation of a model to predict ceiling of care in COVID-19 hospitalized patients.,Pallarès N; Inouzhe H; Straw S; Safdar N; Fernández D; Cortés J,BMC palliative care,2024,"Therapeutic ceiling of care is the maximum level of care deemed appropiate to offer to a patient based on their clinical profile and therefore their potential to derive benefit, within the context of the availability of resources. To our knowledge, there are no models to predict ceiling of care decisions in COVID-19 patients or other acute illnesses. We aimed to develop and validate a clinical prediction model to predict ceiling of care decisions using information readily available at the point of hospital admission.",10.1186/s12904-024-01490-8,https://pubmed.ncbi.nlm.nih.gov/39010044/,39010044,triPod_AI_era=2024-2025 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
39178283,Using machine learning methods to predict all-cause somatic hospitalizations in adults: A systematic review.,Askar Mohsen; Tafavvoghi Masoud; Småbrekke Lars; Bongo Lars Ailo; Svendsen Kristian,PloS one,2024,"In this review, we investigated how Machine Learning (ML) was utilized to predict all-cause somatic hospital admissions and readmissions in adults.",10.1371/journal.pone.0309175,https://pubmed.ncbi.nlm.nih.gov/39178283/,39178283,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
36431165,Modeling Physiological Predictors of Running Velocity for Endurance Athletes.,Wiecha Szczepan; Kasiak Przemysław Seweryn; Cieśliński Igor; Maciejczyk Marcin; Mamcarz Artur; Śliż Daniel,Journal of clinical medicine,2022,,10.3390/jcm11226688,https://pubmed.ncbi.nlm.nih.gov/36431165/,36431165,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
26767405,Systematic review of risk prediction models for falls after stroke.,Walsh Mary E; Horgan N Frances; Walsh Cathal D; Galvin Rose,Journal of epidemiology and community health,2016,"Falls are a significant cause of morbidity after stroke. The aim of this review was to identify, critically appraise and summarise risk prediction models for the occurrence of falling after stroke.",10.1136/jech-2015-206475,https://pubmed.ncbi.nlm.nih.gov/26767405/,26767405,triPod_AI_era=pre-2024 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
35585563,Quality and transparency of reporting derivation and validation prognostic studies of recurrent stroke in patients with TIA and minor stroke: a systematic review.,Abdulaziz Kasim E; Perry Jeffrey J; Yadav Krishan; Dowlatshahi Dar; Stiell Ian G; Wells George A,Diagnostic and prognostic research,2022,"Clinical prediction models/scores help clinicians make optimal evidence-based decisions when caring for their patients. To critically appraise such prediction models for use in a clinical setting, essential information on the derivation and validation of the models needs to be transparently reported. In this systematic review, we assessed the quality of reporting of derivation and validation studies of prediction models for the prognosis of recurrent stroke in patients with transient ischemic attack or minor stroke.",10.1186/s41512-022-00123-z,https://pubmed.ncbi.nlm.nih.gov/35585563/,35585563,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
38726948,Systematic Review of Prognosis Models in Predicting Tooth Loss in Periodontitis.,Chow D Y; Tay J R H; Nascimento G G,Journal of dental research,2024,"This study reviews and appraises the methodological and reporting quality of prediction models for tooth loss in periodontitis patients, including the use of regression and machine learning models. Studies involving prediction modeling for tooth loss in periodontitis patients were screened. A search was performed in MEDLINE via PubMed, Embase, and CENTRAL up to 12 February 2022, with citation chasing. Studies exploring model development or external validation studies for models assessing tooth loss in periodontitis patients for clinical use at any time point, with all prediction horizons in English, were considered. Studies were excluded if models were not developed for use in periodontitis patients, were not developed or validated on any data set, predicted outcomes other than tooth loss,",10.1177/00220345241237448,https://pubmed.ncbi.nlm.nih.gov/38726948/,38726948,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=1 | dual_overlap=0
40447991,Development with external validation of a prediction model for postoperative acute kidney injury following noncardiac surgery in elderly patients.,Zhang Xiaoying; Ruan Xianghan; Yu Yao; Sun Tongyan; Zhang Jiaqiang; Cong Xuhui,BMC geriatrics,2025,"To develop and externally validate a risk prediction model for postoperative acute kidney injury (PO-AKI) in elderly patients undergoing noncardiac surgery, addressing the current gap in predictive tools for this vulnerable population.",10.1186/s12877-025-06023-3,https://pubmed.ncbi.nlm.nih.gov/40447991/,40447991,triPod_AI_era=2024-2025 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
TBD_001,[TBD placeholder 001 of 150 — to be fetched via esearch retstart 61 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 60 (seed 20260830),,,TBD_001,TBD — not yet screened; will be populated in full n=150 run
TBD_002,[TBD placeholder 002 of 150 — to be fetched via esearch retstart 62 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 61 (seed 20260830),,,TBD_002,TBD — not yet screened; will be populated in full n=150 run
TBD_003,[TBD placeholder 003 of 150 — to be fetched via esearch retstart 63 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 62 (seed 20260830),,,TBD_003,TBD — not yet screened; will be populated in full n=150 run
TBD_004,[TBD placeholder 004 of 150 — to be fetched via esearch retstart 64 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 63 (seed 20260830),,,TBD_004,TBD — not yet screened; will be populated in full n=150 run
TBD_005,[TBD placeholder 005 of 150 — to be fetched via esearch retstart 65 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 64 (seed 20260830),,,TBD_005,TBD — not yet screened; will be populated in full n=150 run
TBD_006,[TBD placeholder 006 of 150 — to be fetched via esearch retstart 66 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 65 (seed 20260830),,,TBD_006,TBD — not yet screened; will be populated in full n=150 run
TBD_007,[TBD placeholder 007 of 150 — to be fetched via esearch retstart 67 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 66 (seed 20260830),,,TBD_007,TBD — not yet screened; will be populated in full n=150 run
TBD_008,[TBD placeholder 008 of 150 — to be fetched via esearch retstart 68 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 67 (seed 20260830),,,TBD_008,TBD — not yet screened; will be populated in full n=150 run
TBD_009,[TBD placeholder 009 of 150 — to be fetched via esearch retstart 69 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 68 (seed 20260830),,,TBD_009,TBD — not yet screened; will be populated in full n=150 run
TBD_010,[TBD placeholder 010 of 150 — to be fetched via esearch retstart 70 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 69 (seed 20260830),,,TBD_010,TBD — not yet screened; will be populated in full n=150 run
TBD_011,[TBD placeholder 011 of 150 — to be fetched via esearch retstart 71 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 70 (seed 20260830),,,TBD_011,TBD — not yet screened; will be populated in full n=150 run
TBD_012,[TBD placeholder 012 of 150 — to be fetched via esearch retstart 72 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 71 (seed 20260830),,,TBD_012,TBD — not yet screened; will be populated in full n=150 run
TBD_013,[TBD placeholder 013 of 150 — to be fetched via esearch retstart 73 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 72 (seed 20260830),,,TBD_013,TBD — not yet screened; will be populated in full n=150 run
TBD_014,[TBD placeholder 014 of 150 — to be fetched via esearch retstart 74 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 73 (seed 20260830),,,TBD_014,TBD — not yet screened; will be populated in full n=150 run
TBD_015,[TBD placeholder 015 of 150 — to be fetched via esearch retstart 75 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 74 (seed 20260830),,,TBD_015,TBD — not yet screened; will be populated in full n=150 run
TBD_016,[TBD placeholder 016 of 150 — to be fetched via esearch retstart 76 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 75 (seed 20260830),,,TBD_016,TBD — not yet screened; will be populated in full n=150 run
TBD_017,[TBD placeholder 017 of 150 — to be fetched via esearch retstart 77 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 76 (seed 20260830),,,TBD_017,TBD — not yet screened; will be populated in full n=150 run
TBD_018,[TBD placeholder 018 of 150 — to be fetched via esearch retstart 78 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 77 (seed 20260830),,,TBD_018,TBD — not yet screened; will be populated in full n=150 run
TBD_019,[TBD placeholder 019 of 150 — to be fetched via esearch retstart 79 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 78 (seed 20260830),,,TBD_019,TBD — not yet screened; will be populated in full n=150 run
TBD_020,[TBD placeholder 020 of 150 — to be fetched via esearch retstart 80 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 79 (seed 20260830),,,TBD_020,TBD — not yet screened; will be populated in full n=150 run
TBD_021,[TBD placeholder 021 of 150 — to be fetched via esearch retstart 81 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 80 (seed 20260830),,,TBD_021,TBD — not yet screened; will be populated in full n=150 run
TBD_022,[TBD placeholder 022 of 150 — to be fetched via esearch retstart 82 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 81 (seed 20260830),,,TBD_022,TBD — not yet screened; will be populated in full n=150 run
TBD_023,[TBD placeholder 023 of 150 — to be fetched via esearch retstart 83 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 82 (seed 20260830),,,TBD_023,TBD — not yet screened; will be populated in full n=150 run
TBD_024,[TBD placeholder 024 of 150 — to be fetched via esearch retstart 84 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 83 (seed 20260830),,,TBD_024,TBD — not yet screened; will be populated in full n=150 run
TBD_025,[TBD placeholder 025 of 150 — to be fetched via esearch retstart 85 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 84 (seed 20260830),,,TBD_025,TBD — not yet screened; will be populated in full n=150 run
TBD_026,[TBD placeholder 026 of 150 — to be fetched via esearch retstart 86 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 85 (seed 20260830),,,TBD_026,TBD — not yet screened; will be populated in full n=150 run
TBD_027,[TBD placeholder 027 of 150 — to be fetched via esearch retstart 87 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 86 (seed 20260830),,,TBD_027,TBD — not yet screened; will be populated in full n=150 run
TBD_028,[TBD placeholder 028 of 150 — to be fetched via esearch retstart 88 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 87 (seed 20260830),,,TBD_028,TBD — not yet screened; will be populated in full n=150 run
TBD_029,[TBD placeholder 029 of 150 — to be fetched via esearch retstart 89 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 88 (seed 20260830),,,TBD_029,TBD — not yet screened; will be populated in full n=150 run
TBD_030,[TBD placeholder 030 of 150 — to be fetched via esearch retstart 90 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 89 (seed 20260830),,,TBD_030,TBD — not yet screened; will be populated in full n=150 run
TBD_031,[TBD placeholder 031 of 150 — to be fetched via esearch retstart 91 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 90 (seed 20260830),,,TBD_031,TBD — not yet screened; will be populated in full n=150 run
TBD_032,[TBD placeholder 032 of 150 — to be fetched via esearch retstart 92 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 91 (seed 20260830),,,TBD_032,TBD — not yet screened; will be populated in full n=150 run
TBD_033,[TBD placeholder 033 of 150 — to be fetched via esearch retstart 93 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 92 (seed 20260830),,,TBD_033,TBD — not yet screened; will be populated in full n=150 run
TBD_034,[TBD placeholder 034 of 150 — to be fetched via esearch retstart 94 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 93 (seed 20260830),,,TBD_034,TBD — not yet screened; will be populated in full n=150 run
TBD_035,[TBD placeholder 035 of 150 — to be fetched via esearch retstart 95 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 94 (seed 20260830),,,TBD_035,TBD — not yet screened; will be populated in full n=150 run
TBD_036,[TBD placeholder 036 of 150 — to be fetched via esearch retstart 96 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 95 (seed 20260830),,,TBD_036,TBD — not yet screened; will be populated in full n=150 run
TBD_037,[TBD placeholder 037 of 150 — to be fetched via esearch retstart 97 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 96 (seed 20260830),,,TBD_037,TBD — not yet screened; will be populated in full n=150 run
TBD_038,[TBD placeholder 038 of 150 — to be fetched via esearch retstart 98 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 97 (seed 20260830),,,TBD_038,TBD — not yet screened; will be populated in full n=150 run
TBD_039,[TBD placeholder 039 of 150 — to be fetched via esearch retstart 99 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 98 (seed 20260830),,,TBD_039,TBD — not yet screened; will be populated in full n=150 run
TBD_040,[TBD placeholder 040 of 150 — to be fetched via esearch retstart 100 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 99 (seed 20260830),,,TBD_040,TBD — not yet screened; will be populated in full n=150 run
TBD_041,[TBD placeholder 041 of 150 — to be fetched via esearch retstart 101 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 100 (seed 20260830),,,TBD_041,TBD — not yet screened; will be populated in full n=150 run
TBD_042,[TBD placeholder 042 of 150 — to be fetched via esearch retstart 102 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 101 (seed 20260830),,,TBD_042,TBD — not yet screened; will be populated in full n=150 run
TBD_043,[TBD placeholder 043 of 150 — to be fetched via esearch retstart 103 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 102 (seed 20260830),,,TBD_043,TBD — not yet screened; will be populated in full n=150 run
TBD_044,[TBD placeholder 044 of 150 — to be fetched via esearch retstart 104 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 103 (seed 20260830),,,TBD_044,TBD — not yet screened; will be populated in full n=150 run
TBD_045,[TBD placeholder 045 of 150 — to be fetched via esearch retstart 105 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 104 (seed 20260830),,,TBD_045,TBD — not yet screened; will be populated in full n=150 run
TBD_046,[TBD placeholder 046 of 150 — to be fetched via esearch retstart 106 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 105 (seed 20260830),,,TBD_046,TBD — not yet screened; will be populated in full n=150 run
TBD_047,[TBD placeholder 047 of 150 — to be fetched via esearch retstart 107 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 106 (seed 20260830),,,TBD_047,TBD — not yet screened; will be populated in full n=150 run
TBD_048,[TBD placeholder 048 of 150 — to be fetched via esearch retstart 108 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 107 (seed 20260830),,,TBD_048,TBD — not yet screened; will be populated in full n=150 run
TBD_049,[TBD placeholder 049 of 150 — to be fetched via esearch retstart 109 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 108 (seed 20260830),,,TBD_049,TBD — not yet screened; will be populated in full n=150 run
TBD_050,[TBD placeholder 050 of 150 — to be fetched via esearch retstart 110 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 109 (seed 20260830),,,TBD_050,TBD — not yet screened; will be populated in full n=150 run
TBD_051,[TBD placeholder 051 of 150 — to be fetched via esearch retstart 111 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 110 (seed 20260830),,,TBD_051,TBD — not yet screened; will be populated in full n=150 run
TBD_052,[TBD placeholder 052 of 150 — to be fetched via esearch retstart 112 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 111 (seed 20260830),,,TBD_052,TBD — not yet screened; will be populated in full n=150 run
TBD_053,[TBD placeholder 053 of 150 — to be fetched via esearch retstart 113 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 112 (seed 20260830),,,TBD_053,TBD — not yet screened; will be populated in full n=150 run
TBD_054,[TBD placeholder 054 of 150 — to be fetched via esearch retstart 114 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 113 (seed 20260830),,,TBD_054,TBD — not yet screened; will be populated in full n=150 run
TBD_055,[TBD placeholder 055 of 150 — to be fetched via esearch retstart 115 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 114 (seed 20260830),,,TBD_055,TBD — not yet screened; will be populated in full n=150 run
TBD_056,[TBD placeholder 056 of 150 — to be fetched via esearch retstart 116 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 115 (seed 20260830),,,TBD_056,TBD — not yet screened; will be populated in full n=150 run
TBD_057,[TBD placeholder 057 of 150 — to be fetched via esearch retstart 117 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 116 (seed 20260830),,,TBD_057,TBD — not yet screened; will be populated in full n=150 run
TBD_058,[TBD placeholder 058 of 150 — to be fetched via esearch retstart 118 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 117 (seed 20260830),,,TBD_058,TBD — not yet screened; will be populated in full n=150 run
TBD_059,[TBD placeholder 059 of 150 — to be fetched via esearch retstart 119 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 118 (seed 20260830),,,TBD_059,TBD — not yet screened; will be populated in full n=150 run
TBD_060,[TBD placeholder 060 of 150 — to be fetched via esearch retstart 120 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 119 (seed 20260830),,,TBD_060,TBD — not yet screened; will be populated in full n=150 run
TBD_061,[TBD placeholder 061 of 150 — to be fetched via esearch retstart 121 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 120 (seed 20260830),,,TBD_061,TBD — not yet screened; will be populated in full n=150 run
TBD_062,[TBD placeholder 062 of 150 — to be fetched via esearch retstart 122 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 121 (seed 20260830),,,TBD_062,TBD — not yet screened; will be populated in full n=150 run
TBD_063,[TBD placeholder 063 of 150 — to be fetched via esearch retstart 123 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 122 (seed 20260830),,,TBD_063,TBD — not yet screened; will be populated in full n=150 run
TBD_064,[TBD placeholder 064 of 150 — to be fetched via esearch retstart 124 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 123 (seed 20260830),,,TBD_064,TBD — not yet screened; will be populated in full n=150 run
TBD_065,[TBD placeholder 065 of 150 — to be fetched via esearch retstart 125 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 124 (seed 20260830),,,TBD_065,TBD — not yet screened; will be populated in full n=150 run
TBD_066,[TBD placeholder 066 of 150 — to be fetched via esearch retstart 126 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 125 (seed 20260830),,,TBD_066,TBD — not yet screened; will be populated in full n=150 run
TBD_067,[TBD placeholder 067 of 150 — to be fetched via esearch retstart 127 ],,,,Placeholder for remaining 90 of 150 target; fetch via TRIPOD AND validation retstart 126 (seed 20260830),,,TBD_067,TBD — not yet screened; will be populated in full n=150 run
