pmid,title,journal,year,overall_calib_reported,overall_calib_slope_CI_reported,overall_calib_plot_band,subgroup_calib_reported_any,subgroup_stratifiers,subgroup_interval_aware,subgroup_point_only,subgroup_slope_CI_per_stratifier,masking_overall_pass_subgroup_fail,masking_definition,triPod_AI_era,PROBAST_overall,extraction_reviewer,dual_overlap_flag,adjudication_note,rayyan_label,Wilson_p_interval_aware_stub,notes
35326526,Machine Learning Applications for Differentiation of Glioma from Brain Metastasis-A Systematic Review.,Cancers,2022,1,1,1,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
35026997,Completeness of reporting of clinical prediction models developed using supervised machine learning: a systematic review.,BMC medical research methodology,2022,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,unclear,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
36749371,Quality of radiomics for predicting microvascular invasion in hepatocellular carcinoma: a systematic review.,European radiology,2023,0,0,0,1,race_ethnicity;PROGRESS_other,0,1,race_ethnicity;PROGRESS_other:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
40891023,Development and Validation of a Machine Learning-Based Risk Prediction Model for Delirium in Older Inpatients: A Prospective Cohort Study.,Journal of advanced nursing,2026,1,0,0,1,comorbidity,1,0,comorbidity:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41858761,Development and internal-external validation of a risk prediction model for acute pain after HAIC for patients with liver cancer using logistic regression and XGBoost algorithm.,Asia-Pacific journal of oncology nursing,2026,1,1,1,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
39010044,Development and validation of a model to predict ceiling of care in COVID-19 hospitalized patients.,BMC palliative care,2024,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
39178283,Using machine learning methods to predict all-cause somatic hospitalizations in adults: A systematic review.,PloS one,2024,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
36431165,Modeling Physiological Predictors of Running Velocity for Endurance Athletes.,Journal of clinical medicine,2022,1,0,0,1,PROGRESS_other,0,1,PROGRESS_other:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
26767405,Systematic review of risk prediction models for falls after stroke.,Journal of epidemiology and community health,2016,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
35585563,Quality and transparency of reporting derivation and validation prognostic studies of recurrent stroke in patients with TIA and minor stroke: a systematic review.,Diagnostic and prognostic research,2022,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38726948,Systematic Review of Prognosis Models in Predicting Tooth Loss in Periodontitis.,Journal of dental research,2024,1,0,0,1,deprivation;age_decile,1,0,deprivation;age_decile:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,adjudicated,1,agree [NEW final 12],include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
40447991,Development with external validation of a prediction model for postoperative acute kidney injury following noncardiac surgery in elderly patients.,BMC geriatrics,2025,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
39395856,Machine Learning for Prediction of Postoperative Delirium in Adult Patients: A Systematic Review and Meta-analysis.,Clinical therapeutics,2024,1,1,1,1,sex,0,1,sex:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,adjudicated,1,agree [NEW final 12],include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38045217,A systematic review and meta-analysis of risk prediction models for post-thrombotic syndrome in patients with deep vein thrombosis.,Heliyon,2023,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,unclear,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38343243,Diagnostic Performance of Artificial Intelligence in Detection of Primary Malignant Bone Tumors: a Meta-Analysis.,Journal of imaging informatics in medicine,2024,0,0,0,1,sex;deprivation,1,0,sex;deprivation:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,adjudicated,1,"R1=0 R2=1 -> adjudicated 1 (plot band ambiguous, Riley band counted per protocol)",include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41379769,Risk of cancer following presentation with new-onset atrial fibrillation using data from UK national databases.,"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology",2025,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
37731636,Methodological quality of radiomic-based prognostic studies in gastric cancer: a cross-sectional study.,Frontiers in oncology,2023,1,1,1,0,,1,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,adjudicated,1,"R1=0 R2=1 -> adjudicated 1 (plot band ambiguous, Riley band counted per protocol) [NEW final 12]",include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
35702399,Bias and Reporting Quality of Clinical Prognostic Models for Idiopathic Pulmonary Fibrosis: A Cross-Sectional Study.,Risk management and healthcare policy,2022,0,0,0,1,PROGRESS_other;comorbidity,1,0,PROGRESS_other;comorbidity:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
40700462,Machine learning in dentistry: a scoping review.,PLOS digital health,2025,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41291544,External validation of a web- and artificial intelligence-based HIV/STI risk assessment tool: performance evaluation using data from Sydney sexual health centre.,BMC infectious diseases,2025,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
39588309,Development and validation of a nomogram for predicting the risk of developing gastric cancer based on a questionnaire: a cross-sectional study.,Frontiers in oncology,2024,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
36921160,Predictive models of newborn body composition: a systematic review.,Revista paulista de pediatria : orgao oficial da Sociedade de Pediatria de Sao Paulo,2023,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,unclear,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
36018049,Quality reporting of radiomics analysis in pituitary adenomas: promoting clinical translation.,The British journal of radiology,2022,1,0,0,1,race_ethnicity,0,1,race_ethnicity:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
32155505,Generalizability assessment of head and neck cancer NTCP models based on the TRIPOD criteria.,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,2020,0,0,0,1,deprivation,1,0,deprivation:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
34872592,Solitary pulmonary nodule malignancy predictive models applicable to routine clinical practice: a systematic review.,Systematic reviews,2021,1,1,1,1,comorbidity;race_ethnicity,1,0,comorbidity;race_ethnicity:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
36528232,Minimal reporting improvement after peer review in reports of COVID-19 prediction models: systematic review.,Journal of clinical epidemiology,2023,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38105979,Artificial Intelligence and Machine Learning in Cancer Related Pain: A Systematic Review.,medRxiv : the preprint server for health sciences,2023,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
42312903,Prognostic prediction models for psoriatic arthritis in psoriasis: A systematic review.,Journal of the European Academy of Dermatology and Venereology : JEADV,2026,1,0,0,1,PROGRESS_other,0,1,PROGRESS_other:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
32316847,Prognostic Research in Traumatic Brain Injury: Markers; Modeling; and Methodological Principles.,Journal of neurotrauma,2021,1,1,1,0,,1,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,adjudicated,1,agree [NEW final 12],include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41738596,Comprehensive assessment of postoperative metachronous liver metastasis risk in colon cancer based on inflammatory indicators: a multicenter prospective study.,"International journal of surgery (London, England)",2026,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
42026889,Machine learning prediction of CKD progression in hyperglycemic elderly adults: a prospective community cohort study.,Renal failure,2026,1,0,0,1,deprivation;age_decile,1,0,deprivation;age_decile:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
36753766,Deep learning based unpaired image-to-image translation applications for medical physics: a systematic review.,Physics in medicine and biology,2023,1,0,0,1,deprivation;PROGRESS_other,1,0,deprivation;PROGRESS_other:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41257634,Insights and limitations of endometrial cancer risk prediction models for clinical applicability: a systematic review.,BMC cancer,2025,0,0,0,1,age_decile,0,1,age_decile:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41438299,Machine learning-optimized metabolic biomarker panel for precision screening of early-stage pancreatic cancer in new-onset diabetes.,Frontiers in endocrinology,2025,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
34983096,Quality of Radiomics Research on Brain Metastasis: A Roadmap to Promote Clinical Translation.,Korean journal of radiology,2022,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41617898,Machine learning mortality prediction model for cyclosporine therapy in pediatric aplastic anemia.,Annals of hematology,2026,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
35500139,Characteristics and Quality of Diagnostic and Risk Prediction Models for Frailty in Older Adults: A Systematic Review.,Journal of applied gerontology : the official journal of the Southern Gerontological Society,2022,1,1,1,1,PROGRESS_other,1,0,PROGRESS_other:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
40953872,Developing and validating a risk prediction model for conversion to type 2 diabetes mellitus in women with a history of gestational diabetes mellitus: protocol for a population-based; data-linkage study.,BMJ open,2025,1,0,0,1,sex;deprivation,0,1,sex;deprivation:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
40845608,Transparency in Externally Validated Models: A systematic review of machine learning vs. logistic regression for predicting colorectal anastomotic leakage.,European journal of surgical oncology : the journal of the European Society of Surgical Oncology and the British Association of Surgical Oncology,2025,0,0,0,1,race_ethnicity,1,0,race_ethnicity:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38259313,Prediction models for major adverse cardiovascular events after percutaneous coronary intervention: a systematic review.,Frontiers in cardiovascular medicine,2023,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38465408,Development and internal validation of a prediction model for patients with hematologic diseases of fall risk: a cohort study.,Expert review of hematology,2024,1,1,1,1,deprivation;site,1,0,deprivation;site:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
35297371,Implementation of prognostic machine learning algorithms in paediatric chronic respiratory conditions: a scoping review.,BMJ open respiratory research,2022,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
42176597,Advancing stroke prevention in atrial fibrillation: a systematic review of machine learning-based risk prediction models.,International journal of medical informatics,2026,1,0,0,1,sex,0,1,sex:CI=no,1,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38461283,Machine learning and the prediction of suicide in psychiatric populations: a systematic review.,Translational psychiatry,2024,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,unclear,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
35870799,Predicting complications of spine surgery: external validation of three models.,The spine journal : official journal of the North American Spine Society,2022,0,0,0,1,sex,1,0,sex:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
35190425,Endorsement of the TRIPOD statement and the reporting of studies developing contrast-induced nephropathy prediction models for the coronary angiography/percutaneous coronary intervention population: a cross-sectional study.,BMJ open,2022,1,0,0,1,race_ethnicity;PROGRESS_other,1,0,race_ethnicity;PROGRESS_other:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
40011667,Development and Validation of a Nomogram Predictive Model and Scoring Tool for Assessing the Risk of Inadequate Bowel Preparation in Colonoscopy Patients Over 40 Years Old: A Retrospective Observational Study.,Journal of clinical nursing,2025,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
42594712,Vision-Language Model as a 'Zero-Shot' Assistant for Evaluating Condylar Osseous Changes in Cone-beam Computed Tomography.,International dental journal,2026,0,0,0,1,comorbidity,0,1,comorbidity:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
